ccm nave,Time,temp,RH,Dew Point,Serial Number
3137,2021-12-19 06:25,15.5,67,9.4,
3138,2021-12-19 06:40,15.5,67,9.4,
3139,2021-12-19 06:55,15.5,67,9.4,
3140,2021-12-19 07:10,15.5,66.5,9.3,
3141,2021-12-19 07:25,15.5,66.5,9.3,
3142,2021-12-19 07:40,15.5,66.5,9.3,
3143,2021-12-19 07:55,15.5,66,9.2,
3144,2021-12-19 08:10,16,66,9.7,
3145,2021-12-19 08:25,16,66,9.7,
3146,2021-12-19 08:40,16,66,9.7,
3147,2021-12-19 08:55,16,65.5,9.5,
3148,2021-12-19 09:10,16,65.5,9.5,
3149,2021-12-19 09:25,16,65.5,9.5,
3150,2021-12-19 09:40,16,65.5,9.5,
3151,2021-12-19 09:55,16.5,64.5,9.8,
3152,2021-12-19 10:10,17,64.5,10.3,
3153,2021-12-19 10:25,17.5,63,10.4,
3154,2021-12-19 10:40,17.5,63,10.4,
3155,2021-12-19 10:55,17.5,60.5,9.8,
3156,2021-12-19 11:10,17.5,60.5,9.8,
3157,2021-12-19 11:25,17.5,60,9.7,
3158,2021-12-19 11:40,17,61,9.4,
3159,2021-12-19 11:55,17,62,9.7,
3160,2021-12-19 12:10,16.5,62.5,9.3,
3161,2021-12-19 12:25,16,63.5,9.1,
3162,2021-12-19 12:40,16,64,9.2,
3163,2021-12-19 12:55,16,64.5,9.3,
3164,2021-12-19 13:10,15.5,64.5,8.8,
3165,2021-12-19 13:25,15.5,65,9,
3166,2021-12-19 13:40,15.5,65,9,
3167,2021-12-19 13:55,15,65.5,8.6,
3168,2021-12-19 14:10,15,65.5,8.6,
3169,2021-12-19 14:25,15,66,8.7,
3170,2021-12-19 14:40,14.5,66,8.2,
3171,2021-12-19 14:55,14.5,66.5,8.3,
3172,2021-12-19 15:10,14.5,66.5,8.3,
3173,2021-12-19 15:25,14,67,8,
3174,2021-12-19 15:40,14,67,8,
3175,2021-12-19 15:55,14,67,8,
3176,2021-12-19 16:10,13.5,67.5,7.6,
3177,2021-12-19 16:25,13.5,67.5,7.6,
3178,2021-12-19 16:40,13.5,67.5,7.6,
3179,2021-12-19 16:55,13.5,68,7.7,
3180,2021-12-19 17:10,13.5,68,7.7,
3181,2021-12-19 17:25,13,68,7.2,
3182,2021-12-19 17:40,13,68,7.2,
3183,2021-12-19 17:55,13,68.5,7.3,
3184,2021-12-19 18:10,13,68.5,7.3,
3185,2021-12-19 18:25,13,68.5,7.3,
3186,2021-12-19 18:40,12.5,69,7,
3187,2021-12-19 18:55,12.5,69,7,
3188,2021-12-19 19:10,12.5,69,7,
3189,2021-12-19 19:25,12.5,69.5,7.1,
3190,2021-12-19 19:40,12,69.5,6.6,
3191,2021-12-19 19:55,12,69.5,6.6,
3192,2021-12-19 20:10,12,70,6.7,
3193,2021-12-19 20:25,12,70,6.7,
3194,2021-12-19 20:40,12,70,6.7,
3195,2021-12-19 20:55,12,70,6.7,
3196,2021-12-19 21:10,11.5,70.5,6.3,
3197,2021-12-19 21:25,11.5,70.5,6.3,
3198,2021-12-19 21:40,11.5,70.5,6.3,
3199,2021-12-19 21:55,11.5,70.5,6.3,
3200,2021-12-19 22:10,11.5,70.5,6.3,
3201,2021-12-19 22:25,11.5,71,6.4,
3202,2021-12-19 22:40,11.5,71,6.4,
3203,2021-12-19 22:55,11.5,71,6.4,
3204,2021-12-19 23:10,11,71,6,
3205,2021-12-19 23:25,11,71,6,
3206,2021-12-19 23:40,11,71,6,
3207,2021-12-19 23:55,11,71,6,
3208,2021-12-20 00:10,11,71,6,
3209,2021-12-20 00:25,11,71.5,6.1,
3210,2021-12-20 00:40,11,71.5,6.1,
3211,2021-12-20 00:55,11,71.5,6.1,
3212,2021-12-20 01:10,11,71.5,6.1,
3213,2021-12-20 01:25,11,71.5,6.1,
3214,2021-12-20 01:40,10.5,71.5,5.6,
3215,2021-12-20 01:55,10.5,71.5,5.6,
3216,2021-12-20 02:10,10.5,71.5,5.6,
3217,2021-12-20 02:25,10.5,72,5.7,
3218,2021-12-20 02:40,10.5,72,5.7,
3219,2021-12-20 02:55,10.5,72,5.7,
3220,2021-12-20 03:10,10.5,72,5.7,
3221,2021-12-20 03:25,10.5,72,5.7,
3222,2021-12-20 03:40,10.5,72,5.7,
3223,2021-12-20 03:55,10.5,72,5.7,
3224,2021-12-20 04:10,10.5,72,5.7,
3225,2021-12-20 04:25,10.5,72,5.7,
3226,2021-12-20 04:40,10.5,72,5.7,
3227,2021-12-20 04:55,10,72.5,5.3,
3228,2021-12-20 05:10,10,72.5,5.3,
3229,2021-12-20 05:25,10,72.5,5.3,
3230,2021-12-20 05:40,10,72.5,5.3,
3231,2021-12-20 05:55,10,72.5,5.3,
3232,2021-12-20 06:10,10,72.5,5.3,
3233,2021-12-20 06:25,10,72.5,5.3,
3234,2021-12-20 06:40,10,72.5,5.3,
3235,2021-12-20 06:55,10,72.5,5.3,
3236,2021-12-20 07:10,10,72.5,5.3,
3237,2021-12-20 07:25,10,72.5,5.3,
3238,2021-12-20 07:40,10,73,5.4,
3239,2021-12-20 07:55,10,73,5.4,
3240,2021-12-20 08:10,10,73,5.4,
3241,2021-12-20 08:25,10,73,5.4,
3242,2021-12-20 08:40,10,73,5.4,
3243,2021-12-20 08:55,10,73,5.4,
3244,2021-12-20 09:10,9.5,73,4.9,
3245,2021-12-20 09:25,9.5,73,4.9,
3246,2021-12-20 09:40,9.5,73,4.9,
3247,2021-12-20 09:55,9.5,73,4.9,
3248,2021-12-20 10:10,9.5,73,4.9,
3249,2021-12-20 10:25,9.5,73,4.9,
3250,2021-12-20 10:40,9.5,73.5,5,
3251,2021-12-20 10:55,9.5,73,4.9,
3252,2021-12-20 11:10,9.5,73,4.9,
3253,2021-12-20 11:25,9.5,73.5,5,
3254,2021-12-20 11:40,9.5,73.5,5,
3255,2021-12-20 11:55,9.5,73.5,5,
3256,2021-12-20 12:10,9.5,73.5,5,
3257,2021-12-20 12:25,9.5,73.5,5,
3258,2021-12-20 12:40,9.5,73.5,5,
3259,2021-12-20 12:55,9.5,73.5,5,
3260,2021-12-20 13:10,9.5,73.5,5,
3261,2021-12-20 13:25,9.5,73.5,5,
3262,2021-12-20 13:40,9.5,73.5,5,
3263,2021-12-20 13:55,9.5,73.5,5,
3264,2021-12-20 14:10,9.5,73.5,5,
3265,2021-12-20 14:25,9.5,73.5,5,
3266,2021-12-20 14:40,9.5,73.5,5,
3267,2021-12-20 14:55,9.5,73.5,5,
3268,2021-12-20 15:10,9.5,73.5,5,
3269,2021-12-20 15:25,9.5,73.5,5,
3270,2021-12-20 15:40,9.5,73.5,5,
3271,2021-12-20 15:55,9.5,73.5,5,
3272,2021-12-20 16:10,9.5,73.5,5,
3273,2021-12-20 16:25,9,73.5,4.5,
3274,2021-12-20 16:40,9,73.5,4.5,
3275,2021-12-20 16:55,9,73.5,4.5,
3276,2021-12-20 17:10,9,73.5,4.5,
3277,2021-12-20 17:25,9,73.5,4.5,
3278,2021-12-20 17:40,9,73.5,4.5,
3279,2021-12-20 17:55,9,73.5,4.5,
3280,2021-12-20 18:10,9,73.5,4.5,
3281,2021-12-20 18:25,9,74,4.6,
3282,2021-12-20 18:40,9,74,4.6,
3283,2021-12-20 18:55,9,73.5,4.5,
3284,2021-12-20 19:10,9,74,4.6,
3285,2021-12-20 19:25,9,74,4.6,
3286,2021-12-20 19:40,9,74,4.6,
3287,2021-12-20 19:55,9,74,4.6,
3288,2021-12-20 20:10,9,74,4.6,
3289,2021-12-20 20:25,9,74,4.6,
3290,2021-12-20 20:40,9,74,4.6,
3291,2021-12-20 20:55,9,74,4.6,
3292,2021-12-20 21:10,9,74,4.6,
3293,2021-12-20 21:25,8.5,74,4.1,
3294,2021-12-20 21:40,8.5,74.5,4.2,
3295,2021-12-20 21:55,8.5,74.5,4.2,
3296,2021-12-20 22:10,8.5,74.5,4.2,
3297,2021-12-20 22:25,8.5,74.5,4.2,
3298,2021-12-20 22:40,8.5,74.5,4.2,
3299,2021-12-20 22:55,8.5,74.5,4.2,
3300,2021-12-20 23:10,8.5,74.5,4.2,
3301,2021-12-20 23:25,8.5,74.5,4.2,
3302,2021-12-20 23:40,8.5,74.5,4.2,
3303,2021-12-20 23:55,8.5,74.5,4.2,
3304,2021-12-21 00:10,8.5,74.5,4.2,
3305,2021-12-21 00:25,8.5,74.5,4.2,
3306,2021-12-21 00:40,8.5,74.5,4.2,
3307,2021-12-21 00:55,8.5,74.5,4.2,
3308,2021-12-21 01:10,8.5,74.5,4.2,
3309,2021-12-21 01:25,8.5,74.5,4.2,
3310,2021-12-21 01:40,8.5,74.5,4.2,
3311,2021-12-21 01:55,8.5,74.5,4.2,
3312,2021-12-21 02:10,8,74.5,3.8,
3313,2021-12-21 02:25,8,74.5,3.8,
3314,2021-12-21 02:40,8,74.5,3.8,
3315,2021-12-21 02:55,8,74.5,3.8,
3316,2021-12-21 03:10,8,74.5,3.8,
3317,2021-12-21 03:25,8,74.5,3.8,
3318,2021-12-21 03:40,8,74.5,3.8,
3319,2021-12-21 03:55,8,74.5,3.8,
3320,2021-12-21 04:10,8,74.5,3.8,
3321,2021-12-21 04:25,8,74.5,3.8,
3322,2021-12-21 04:40,8,74.5,3.8,
3323,2021-12-21 04:55,8,74.5,3.8,
3324,2021-12-21 05:10,8,74.5,3.8,
3325,2021-12-21 05:25,8,74.5,3.8,
3326,2021-12-21 05:40,8,74.5,3.8,
3327,2021-12-21 05:55,8,74.5,3.8,
3328,2021-12-21 06:10,8,74.5,3.8,
3329,2021-12-21 06:25,8,74.5,3.8,
3330,2021-12-21 06:40,8,74.5,3.8,
3331,2021-12-21 06:55,8,74.5,3.8,
3332,2021-12-21 07:10,8,74.5,3.8,
3333,2021-12-21 07:25,8,74.5,3.8,
3334,2021-12-21 07:40,8,74.5,3.8,
3335,2021-12-21 07:55,8,75,3.8,
3336,2021-12-21 08:10,7.5,75,3.4,
3337,2021-12-21 08:25,7.5,75,3.4,
3338,2021-12-21 08:40,7.5,75,3.4,
3339,2021-12-21 08:55,7.5,75,3.4,
3340,2021-12-21 09:10,7.5,75,3.4,
3341,2021-12-21 09:25,7.5,75,3.4,
3342,2021-12-21 09:40,7.5,75,3.4,
3343,2021-12-21 09:55,7.5,75,3.4,
3344,2021-12-21 10:10,7.5,75,3.4,
3345,2021-12-21 10:25,7.5,75,3.4,
3346,2021-12-21 10:40,7.5,75,3.4,
3347,2021-12-21 10:55,7.5,75,3.4,
3348,2021-12-21 11:10,7.5,75,3.4,
3349,2021-12-21 11:25,7.5,75,3.4,
3350,2021-12-21 11:40,7.5,75,3.4,
3351,2021-12-21 11:55,7.5,75,3.4,
3352,2021-12-21 12:10,7.5,75,3.4,
3353,2021-12-21 12:25,7.5,75,3.4,
3354,2021-12-21 12:40,7.5,75,3.4,
3355,2021-12-21 12:55,7.5,75,3.4,
3356,2021-12-21 13:10,7.5,75,3.4,
3357,2021-12-21 13:25,7.5,75,3.4,
3358,2021-12-21 13:40,7.5,75,3.4,
3359,2021-12-21 13:55,7.5,75,3.4,
3360,2021-12-21 14:10,7.5,75,3.4,
3361,2021-12-21 14:25,7.5,75,3.4,
3362,2021-12-21 14:40,7.5,75,3.4,
3363,2021-12-21 14:55,7.5,75,3.4,
3364,2021-12-21 15:10,7,75,2.9,
3365,2021-12-21 15:25,7,75,2.9,
3366,2021-12-21 15:40,7,75,2.9,
3367,2021-12-21 15:55,7,75,2.9,
3368,2021-12-21 16:10,7,75,2.9,
3369,2021-12-21 16:25,7,75,2.9,
3370,2021-12-21 16:40,7,75,2.9,
3371,2021-12-21 16:55,7,75,2.9,
3372,2021-12-21 17:10,7,75,2.9,
3373,2021-12-21 17:25,7,75,2.9,
3374,2021-12-21 17:40,7,75,2.9,
3375,2021-12-21 17:55,7,75,2.9,
3376,2021-12-21 18:10,7,75,2.9,
3377,2021-12-21 18:25,7,75,2.9,
3378,2021-12-21 18:40,7,75,2.9,
3379,2021-12-21 18:55,7,75.5,3,
3380,2021-12-21 19:10,7,75.5,3,
3381,2021-12-21 19:25,7,75.5,3,
3382,2021-12-21 19:40,7,75.5,3,
3383,2021-12-21 19:55,7,75.5,3,
3384,2021-12-21 20:10,7,75.5,3,
3385,2021-12-21 20:25,7,75.5,3,
3386,2021-12-21 20:40,7,75.5,3,
3387,2021-12-21 20:55,7,76,3.1,
3388,2021-12-21 21:10,7,76,3.1,
3389,2021-12-21 21:25,7,76,3.1,
3390,2021-12-21 21:40,7,76.5,3.2,
3391,2021-12-21 21:55,7,76,3.1,
3392,2021-12-21 22:10,7,76,3.1,
3393,2021-12-21 22:25,7,76,3.1,
3394,2021-12-21 22:40,7,76,3.1,
3395,2021-12-21 22:55,7,76,3.1,
3396,2021-12-21 23:10,7,76,3.1,
3397,2021-12-21 23:25,7,76,3.1,
3398,2021-12-21 23:40,7,76,3.1,
3399,2021-12-21 23:55,6.5,76,2.6,
3400,2021-12-22 00:10,6.5,76,2.6,
3401,2021-12-22 00:25,6.5,76,2.6,
3402,2021-12-22 00:40,6.5,76,2.6,
3403,2021-12-22 00:55,6.5,76,2.6,
3404,2021-12-22 01:10,6.5,76,2.6,
3405,2021-12-22 01:25,6.5,76,2.6,
3406,2021-12-22 01:40,6.5,76,2.6,
3407,2021-12-22 01:55,6.5,76,2.6,
3408,2021-12-22 02:10,6.5,76,2.6,
3409,2021-12-22 02:25,6.5,76,2.6,
3410,2021-12-22 02:40,6.5,76,2.6,
3411,2021-12-22 02:55,6.5,76,2.6,
3412,2021-12-22 03:10,6.5,76,2.6,
3413,2021-12-22 03:25,6.5,76,2.6,
3414,2021-12-22 03:40,6.5,76,2.6,
3415,2021-12-22 03:55,6.5,76,2.6,
3416,2021-12-22 04:10,6.5,76,2.6,
3417,2021-12-22 04:25,6.5,76,2.6,
3418,2021-12-22 04:40,6.5,76,2.6,
3419,2021-12-22 04:55,6.5,76,2.6,
3420,2021-12-22 05:10,6.5,76,2.6,
3421,2021-12-22 05:25,6.5,76,2.6,
3422,2021-12-22 05:40,6.5,76,2.6,
3423,2021-12-22 05:55,6.5,76,2.6,
3424,2021-12-22 06:10,6.5,76,2.6,
3425,2021-12-22 06:25,6.5,76,2.6,
3426,2021-12-22 06:40,6.5,76,2.6,
3427,2021-12-22 06:55,6.5,76,2.6,
3428,2021-12-22 07:10,6.5,76,2.6,
3429,2021-12-22 07:25,6.5,76,2.6,
3430,2021-12-22 07:40,6,75.5,2,
3431,2021-12-22 07:55,6,76,2.1,
3432,2021-12-22 08:10,6,75.5,2,
3433,2021-12-22 08:25,6,75.5,2,
3434,2021-12-22 08:40,6,75.5,2,
3435,2021-12-22 08:55,6,75.5,2,
3436,2021-12-22 09:10,6,75.5,2,
3437,2021-12-22 09:25,6,75.5,2,
3438,2021-12-22 09:40,6,75.5,2,
3439,2021-12-22 09:55,6,75.5,2,
3440,2021-12-22 10:10,6,75.5,2,
3441,2021-12-22 10:25,6,75.5,2,
3442,2021-12-22 10:40,6,75.5,2,
3443,2021-12-22 10:55,6,75.5,2,
3444,2021-12-22 11:10,6,75,1.9,
3445,2021-12-22 11:25,6,75,1.9,
3446,2021-12-22 11:40,6,75,1.9,
3447,2021-12-22 11:55,6,75,1.9,
3448,2021-12-22 12:10,6,75,1.9,
3449,2021-12-22 12:25,6,75,1.9,
3450,2021-12-22 12:40,6,75,1.9,
3451,2021-12-22 12:55,6,75,1.9,
3452,2021-12-22 13:10,6,75,1.9,
3453,2021-12-22 13:25,6,75,1.9,
3454,2021-12-22 13:40,6,75,1.9,
3455,2021-12-22 13:55,6,75,1.9,
3456,2021-12-22 14:10,6,75,1.9,
3457,2021-12-22 14:25,6,75,1.9,
3458,2021-12-22 14:40,6,75,1.9,
3459,2021-12-22 14:55,6,75,1.9,
3460,2021-12-22 15:10,6,75,1.9,
3461,2021-12-22 15:25,6,75,1.9,
3462,2021-12-22 15:40,6,75,1.9,
3463,2021-12-22 15:55,6,75.5,2,
3464,2021-12-22 16:10,6,75.5,2,
3465,2021-12-22 16:25,6,75.5,2,
3466,2021-12-22 16:40,6,75.5,2,
3467,2021-12-22 16:55,6,75.5,2,
3468,2021-12-22 17:10,6,75.5,2,
3469,2021-12-22 17:25,6,75.5,2,
3470,2021-12-22 17:40,6,75.5,2,
3471,2021-12-22 17:55,6,75.5,2,
3472,2021-12-22 18:10,6,75.5,2,
3473,2021-12-22 18:25,6,76,2.1,
3474,2021-12-22 18:40,6.5,75.5,2.5,
3475,2021-12-22 18:55,6.5,75.5,2.5,
3476,2021-12-22 19:10,7,75.5,3,
3477,2021-12-22 19:25,7,75,2.9,
3478,2021-12-22 19:40,7.5,74.5,3.3,
3479,2021-12-22 19:55,7.5,74.5,3.3,
3480,2021-12-22 20:10,8,74,3.7,
3481,2021-12-22 20:25,8,74,3.7,
3482,2021-12-22 20:40,8.5,73.5,4,
3483,2021-12-22 20:55,8.5,73.5,4,
3484,2021-12-22 21:10,8.5,73,3.9,
3485,2021-12-22 21:25,8.5,73,3.9,
3486,2021-12-22 21:40,8.5,73,3.9,
3487,2021-12-22 21:55,8.5,73,3.9,
3488,2021-12-22 22:10,8.5,73,3.9,
3489,2021-12-22 22:25,8.5,73,3.9,
3490,2021-12-22 22:40,8.5,73,3.9,
3491,2021-12-22 22:55,8.5,73,3.9,
3492,2021-12-22 23:10,8.5,73,3.9,
3493,2021-12-22 23:25,8,73,3.5,
3494,2021-12-22 23:40,8,73,3.5,
3495,2021-12-22 23:55,8,73,3.5,
3496,2021-12-23 00:10,8,73,3.5,
3497,2021-12-23 00:25,8,73,3.5,
3498,2021-12-23 00:40,8,73,3.5,
3499,2021-12-23 00:55,8,73,3.5,
3500,2021-12-23 01:10,8,73,3.5,
3501,2021-12-23 01:25,8,73.5,3.6,
3502,2021-12-23 01:40,8,73.5,3.6,
3503,2021-12-23 01:55,8,73.5,3.6,
3504,2021-12-23 02:10,7.5,73.5,3.1,
3505,2021-12-23 02:25,7.5,73.5,3.1,
3506,2021-12-23 02:40,7.5,73.5,3.1,
3507,2021-12-23 02:55,7.5,73.5,3.1,
3508,2021-12-23 03:10,7.5,73.5,3.1,
3509,2021-12-23 03:25,7.5,74,3.2,
3510,2021-12-23 03:40,7.5,74,3.2,
3511,2021-12-23 03:55,7.5,74,3.2,
3512,2021-12-23 04:10,7.5,74,3.2,
3513,2021-12-23 04:25,7.5,74,3.2,
3514,2021-12-23 04:40,7.5,74.5,3.3,
3515,2021-12-23 04:55,7,74.5,2.8,
3516,2021-12-23 05:10,7,74.5,2.8,
3517,2021-12-23 05:25,7,74.5,2.8,
3518,2021-12-23 05:40,7,74.5,2.8,
3519,2021-12-23 05:55,7,74.5,2.8,
3520,2021-12-23 06:10,7,74.5,2.8,
3521,2021-12-23 06:25,7,74.5,2.8,
3522,2021-12-23 06:40,7,75,2.9,
3523,2021-12-23 06:55,7,75,2.9,
3524,2021-12-23 07:10,7,75,2.9,
3525,2021-12-23 07:25,7,75,2.9,
3526,2021-12-23 07:40,7,75,2.9,
3527,2021-12-23 07:55,7,75,2.9,
3528,2021-12-23 08:10,7,75,2.9,
3529,2021-12-23 08:25,7,75,2.9,
3530,2021-12-23 08:40,7,75,2.9,
3531,2021-12-23 08:55,7,75,2.9,
3532,2021-12-23 09:10,6.5,75,2.4,
3533,2021-12-23 09:25,6.5,75,2.4,
3534,2021-12-23 09:40,6.5,75,2.4,
3535,2021-12-23 09:55,6.5,75.5,2.5,
3536,2021-12-23 10:10,6.5,75.5,2.5,
3537,2021-12-23 10:25,6.5,75.5,2.5,
3538,2021-12-23 10:40,6.5,75,2.4,
3539,2021-12-23 10:55,6.5,75.5,2.5,
3540,2021-12-23 11:10,6.5,75.5,2.5,
3541,2021-12-23 11:25,6.5,75.5,2.5,
3542,2021-12-23 11:40,6.5,75.5,2.5,
3543,2021-12-23 11:55,7,75.5,3,
3544,2021-12-23 12:10,7,75.5,3,
3545,2021-12-23 12:25,7,75.5,3,
3546,2021-12-23 12:40,7,76,3.1,
3547,2021-12-23 12:55,6.5,76,2.6,
3548,2021-12-23 13:10,6.5,76,2.6,
3549,2021-12-23 13:25,6.5,76,2.6,
3550,2021-12-23 13:40,6.5,76,2.6,
3551,2021-12-23 13:55,6.5,76,2.6,
3552,2021-12-23 14:10,6.5,76,2.6,
3553,2021-12-23 14:25,6.5,76,2.6,
3554,2021-12-23 14:40,6.5,76,2.6,
3555,2021-12-23 14:55,6.5,76,2.6,
3556,2021-12-23 15:10,6.5,76,2.6,
3557,2021-12-23 15:25,6.5,76,2.6,
3558,2021-12-23 15:40,6.5,76,2.6,
3559,2021-12-23 15:55,6.5,76,2.6,
3560,2021-12-23 16:10,6.5,76.5,2.7,
3561,2021-12-23 16:25,6.5,76,2.6,
3562,2021-12-23 16:40,6.5,76,2.6,
3563,2021-12-23 16:55,6.5,76,2.6,
3564,2021-12-23 17:10,6.5,76.5,2.7,
3565,2021-12-23 17:25,6.5,76.5,2.7,
3566,2021-12-23 17:40,6.5,76,2.6,
3567,2021-12-23 17:55,6.5,76.5,2.7,
3568,2021-12-23 18:10,6.5,76,2.6,
3569,2021-12-23 18:25,6.5,76,2.6,
3570,2021-12-23 18:40,6.5,76,2.6,
3571,2021-12-23 18:55,6.5,76.5,2.7,
3572,2021-12-23 19:10,6.5,76.5,2.7,
3573,2021-12-23 19:25,6.5,76.5,2.7,
3574,2021-12-23 19:40,6.5,76.5,2.7,
3575,2021-12-23 19:55,6.5,76.5,2.7,
3576,2021-12-23 20:10,6.5,77,2.8,
3577,2021-12-23 20:25,6.5,77,2.8,
3578,2021-12-23 20:40,6.5,77,2.8,
3579,2021-12-23 20:55,6.5,76.5,2.7,
3580,2021-12-23 21:10,6.5,76.5,2.7,
3581,2021-12-23 21:25,6.5,76.5,2.7,
3582,2021-12-23 21:40,6.5,76.5,2.7,
3583,2021-12-23 21:55,6.5,76.5,2.7,
3584,2021-12-23 22:10,6.5,76.5,2.7,
3585,2021-12-23 22:25,6.5,76.5,2.7,
3586,2021-12-23 22:40,6.5,76.5,2.7,
3587,2021-12-23 22:55,6.5,76.5,2.7,
3588,2021-12-23 23:10,6.5,76.5,2.7,
3589,2021-12-23 23:25,6.5,76.5,2.7,
3590,2021-12-23 23:40,6.5,76.5,2.7,
3591,2021-12-23 23:55,6.5,76.5,2.7,
3592,2021-12-24 00:10,6.5,76.5,2.7,
3593,2021-12-24 00:25,6.5,76.5,2.7,
3594,2021-12-24 00:40,6.5,76.5,2.7,
3595,2021-12-24 00:55,6.5,76.5,2.7,
3596,2021-12-24 01:10,6.5,76.5,2.7,
3597,2021-12-24 01:25,6.5,76.5,2.7,
3598,2021-12-24 01:40,6.5,76.5,2.7,
3599,2021-12-24 01:55,6.5,76.5,2.7,
3600,2021-12-24 02:10,6.5,76.5,2.7,
3601,2021-12-24 02:25,6.5,76.5,2.7,
3602,2021-12-24 02:40,6.5,76.5,2.7,
3603,2021-12-24 02:55,6.5,76.5,2.7,
3604,2021-12-24 03:10,6.5,76.5,2.7,
3605,2021-12-24 03:25,6.5,76.5,2.7,
3606,2021-12-24 03:40,6.5,76.5,2.7,
3607,2021-12-24 03:55,6.5,76.5,2.7,
3608,2021-12-24 04:10,6.5,76.5,2.7,
3609,2021-12-24 04:25,6.5,76.5,2.7,
3610,2021-12-24 04:40,6.5,76.5,2.7,
3611,2021-12-24 04:55,6.5,76.5,2.7,
3612,2021-12-24 05:10,6.5,76.5,2.7,
3613,2021-12-24 05:25,6.5,76.5,2.7,
3614,2021-12-24 05:40,6.5,76.5,2.7,
3615,2021-12-24 05:55,6.5,77,2.8,
3616,2021-12-24 06:10,6.5,77,2.8,
3617,2021-12-24 06:25,6.5,77,2.8,
3618,2021-12-24 06:40,6.5,77,2.8,
3619,2021-12-24 06:55,6.5,77,2.8,
3620,2021-12-24 07:10,6.5,77,2.8,
3621,2021-12-24 07:25,6.5,77,2.8,
3622,2021-12-24 07:40,6.5,77,2.8,
3623,2021-12-24 07:55,6.5,77,2.8,
3624,2021-12-24 08:10,6.5,77,2.8,
3625,2021-12-24 08:25,6.5,77,2.8,
3626,2021-12-24 08:40,6.5,77,2.8,
3627,2021-12-24 08:55,6.5,77,2.8,
3628,2021-12-24 09:10,6.5,77,2.8,
3629,2021-12-24 09:25,6,77,2.3,
3630,2021-12-24 09:40,6,77,2.3,
3631,2021-12-24 09:55,6,77,2.3,
3632,2021-12-24 10:10,6,77,2.3,
3633,2021-12-24 10:25,6,77,2.3,
3634,2021-12-24 10:40,6,77,2.3,
3635,2021-12-24 10:55,6,77,2.3,
3636,2021-12-24 11:10,6,77,2.3,
3637,2021-12-24 11:25,6.5,77.5,2.9,
3638,2021-12-24 11:40,6.5,77.5,2.9,
3639,2021-12-24 11:55,7,77.5,3.3,
3640,2021-12-24 12:10,7.5,77,3.7,
3641,2021-12-24 12:25,8,76.5,4.1,
3642,2021-12-24 12:40,8,76,4,
3643,2021-12-24 12:55,8.5,75,4.3,
3644,2021-12-24 13:10,9,74.5,4.7,
3645,2021-12-24 13:25,9.5,74,5.1,
3646,2021-12-24 13:40,9.5,73.5,5,
3647,2021-12-24 13:55,10,73,5.4,
3648,2021-12-24 14:10,10.5,72.5,5.8,
3649,2021-12-24 14:25,10.5,72,5.7,
3650,2021-12-24 14:40,11,72,6.2,
3651,2021-12-24 14:55,11,71.5,6.1,
3652,2021-12-24 15:10,11.5,71,6.4,
3653,2021-12-24 15:25,11.5,70.5,6.3,
3654,2021-12-24 15:40,11.5,70.5,6.3,
3655,2021-12-24 15:55,12,70,6.7,
3656,2021-12-24 16:10,12,69.5,6.6,
3657,2021-12-24 16:25,12,69.5,6.6,
3658,2021-12-24 16:40,12.5,69,7,
3659,2021-12-24 16:55,12.5,69,7,
3660,2021-12-24 17:10,12.5,68.5,6.9,
3661,2021-12-24 17:25,13,68.5,7.3,
3662,2021-12-24 17:40,13,68,7.2,
3663,2021-12-24 17:55,13,68,7.2,
3664,2021-12-24 18:10,13,68,7.2,
3665,2021-12-24 18:25,13.5,67.5,7.6,
3666,2021-12-24 18:40,13.5,67.5,7.6,
3667,2021-12-24 18:55,13.5,67,7.5,
3668,2021-12-24 19:10,13.5,67,7.5,
3669,2021-12-24 19:25,13.5,66.5,7.4,
3670,2021-12-24 19:40,14,66.5,7.9,
3671,2021-12-24 19:55,14,66.5,7.9,
3672,2021-12-24 20:10,14,66.5,7.9,
3673,2021-12-24 20:25,14,66,7.8,
3674,2021-12-24 20:40,14,66,7.8,
3675,2021-12-24 20:55,14,65.5,7.6,
3676,2021-12-24 21:10,14.5,65.5,8.1,
3677,2021-12-24 21:25,14.5,65.5,8.1,
3678,2021-12-24 21:40,14.5,65,8,
3679,2021-12-24 21:55,14.5,65,8,
3680,2021-12-24 22:10,14.5,65,8,
3681,2021-12-24 22:25,14.5,65,8,
3682,2021-12-24 22:40,14.5,64.5,7.9,
3683,2021-12-24 22:55,14.5,64.5,7.9,
3684,2021-12-24 23:10,15,64.5,8.4,
3685,2021-12-24 23:25,15,64,8.3,
3686,2021-12-24 23:40,15,63.5,8.1,
3687,2021-12-24 23:55,15,62,7.8,
3688,2021-12-25 00:10,15,60.5,7.4,
3689,2021-12-25 00:25,15,59,7.1,
3690,2021-12-25 00:40,15,58.5,6.9,
3691,2021-12-25 00:55,15,61.5,7.7,
3692,2021-12-25 01:10,15,61.5,7.7,
3693,2021-12-25 01:25,15,62,7.8,
3694,2021-12-25 01:40,15,62,7.8,
3695,2021-12-25 01:55,15,62.5,7.9,
3696,2021-12-25 02:10,15,62.5,7.9,
3697,2021-12-25 02:25,15,62.5,7.9,
3698,2021-12-25 02:40,15,62.5,7.9,
3699,2021-12-25 02:55,15,62,7.8,
3700,2021-12-25 03:10,15,62.5,7.9,
